A,B,C,D,E
              0.5000000000000033, 0.0000000000000000007814410979622634,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000028747611445091066,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000010575655234322471,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.000000000000000000038905661379512875,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000001431259296790317,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.000000000000000000005265308703188949,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.000000000000000000001936998823487037,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.0000000000000000000007125820447940258,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000026214428444965637,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000009643749287773029,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.000000000000000000000035477370990815323,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.000000000000000000000013051395415429708,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.000000000000000000000004801340052339231,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.0000000000000000000000017663142954770325,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.0000000000000000000000006497907160078183,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.0000000000000000000000002390446455034331,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000008793961061021755,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.000000000000000000000000032351174810839314,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.000000000000000000000000011901332111651205,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.000000000000000000000000004378255406797864,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.0000000000000000000000000016106701524939802,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.000000000000000000000000000592532435660794,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000021798050132516206,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000008019054502050941,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000002950045289185715,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.000000000000000000000000000010852610125072744,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.0000000000000000000000000000039924521483987616,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.0000000000000000000000000000014687410653800695,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000000054031964240296894,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000000019877248811785942,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000000007312431185519954,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000000002690093098359741,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.000000000000000000000000000000009896299458068882,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.0000000000000000000000000000000036406451146055315,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000000000133931849037716,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.0000000000000000000000000000000004927077378319285,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000000000018125704726968532,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000000000006668074126356025,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000000000002453047383499723,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.000000000000000000000000000000000009024257006847723,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.000000000000000000000000000000000003319838624945559,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.000000000000000000000000000000000001221300378226959,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000000000000044929130068235625,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000000000000016528503263210349,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000000000000006080496544381091,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.000000000000000000000000000000000000022368896709797546,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.000000000000000000000000000000000000008229057221913474,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.0000000000000000000000000000000000000030273009724197173,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.0000000000000000000000000000000000000011136817900851061,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.0000000000000000000000000000000000000004097006346137453,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000000000000000015072044052195403,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000000000000000005544695143698897,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.000000000000000000000000000000000000000020397793511013497,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000000000000000000750392887859263,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.0000000000000000000000000000000000000000027605411626788563,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.0000000000000000000000000000000000000000010155463403423922,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000000000000000000037359862020025395,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000000000000000000013743925163323952,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.00000000000000000000000000000000000000000005056107509010575,                1.500000000000001,                                0,                                0
              0.5000000000000033, 0.0000000000000000000000000000000000000000000186003800507383,                1.500000000000001,                                0,                                0
